File,Line,Sentiment,Mixed Score,Negative Score,Neutral Score,Positive Score
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.011169039,0.911966085,0.043693561,0.033171266
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000129515,0.003727289,0.856789827,0.139353439
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.00037438,0.088227689,0.869171083,0.042226922
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",5.69E-05,0.046247698,0.914080262,0.039615132
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.003630719,0.613945842,0.364132285,0.018291162
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.026348125,0.12435136,0.833829463,0.015471097
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",9.42E-05,0.005138006,0.907602847,0.087164894
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.00374415,0.006133183,0.043806735,0.946315944
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.016315291,0.0599389,0.874445736,0.049300011
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.025016807,0.066317372,0.712869167,0.195796743
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.02672329,0.004603936,0.023274632,0.945398211
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.024544146,0.476273984,0.443503171,0.055678748
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.128121555,0.178693518,0.594136238,0.099048674
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.149432376,0.454333514,0.151445121,0.244788915
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.00062735,0.002420031,0.24766621,0.749286473
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.003886379,0.064561442,0.533700764,0.397851408
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",7.87E-05,0.015901813,0.953339338,0.030680105
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.000119983,0.002507681,0.110278703,0.887093663
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",4.58E-05,0.005591327,0.298334479,0.696028471
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.025408203,0.630080819,0.329068094,0.015442934
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",2.61E-05,0.002668116,0.96807301,0.029232783
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.000278553,0.022914613,0.361148745,0.615658045
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.003459329,0.054474834,0.653198242,0.288867593
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.015668245,0.05429266,0.191493735,0.738545299
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000148873,0.014561906,0.843537211,0.141752034
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.003594358,0.01486365,0.155286461,0.8262555
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",4.78E-05,0.001507821,0.721844077,0.276600361
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",6.18E-06,0.001166862,0.997291863,0.001535053
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.000246381,0.001749682,0.224700183,0.773303747
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.025214124,0.519049942,0.391875654,0.063860275
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",9.49E-05,0.005418403,0.990679562,0.003807207
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",4.77E-05,0.003910796,0.583460748,0.412580669
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.00049337,0.074310958,0.894457042,0.030738622
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.002231447,0.01856325,0.921403408,0.057801861
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",5.91E-05,0.001433036,0.960944474,0.03756335
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.000515554,0.840620875,0.155849636,0.003013912
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",2.67E-05,0.007137959,0.982661307,0.010173983
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.000614372,0.771317244,0.225751936,0.002316418
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000404059,0.006132794,0.961776197,0.031686958
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",8.58E-05,0.020327123,0.955266535,0.024320472
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000946646,0.038774259,0.678941548,0.281337559
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.001505104,0.001235808,0.005465669,0.991793454
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",8.86E-05,0.001464494,0.28650257,0.711944282
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000341945,0.007845455,0.987181902,0.004630627
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000249213,0.018334663,0.950336397,0.03107967
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.030875141,0.398794651,0.290093094,0.280237108
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.011595845,0.366979808,0.506511331,0.114912987
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",4.69E-05,0.001911878,0.9938519,0.004189415
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.021198845,0.180685371,0.77365762,0.02445809
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.005493469,0.020414542,0.360255599,0.613836348
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",2.91E-05,0.001423341,0.990758061,0.007789516
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",2.57E-05,0.006101323,0.990323186,0.003549772
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.037639402,0.048987936,0.832174838,0.081197821
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.002090777,0.056803051,0.919787884,0.021318346
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.027991127,0.256854475,0.679210484,0.035943948
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.014144284,0.186549515,0.617391407,0.181914836
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000318206,0.010948152,0.879601836,0.109131739
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000573163,0.012725479,0.917072892,0.069628417
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.001092437,0.263727278,0.45532918,0.279851049
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000127489,0.004674135,0.993347049,0.001851346
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",1.65E-05,0.004130022,0.981750131,0.014103353
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000143062,0.002918811,0.956495702,0.040442429
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.00124159,0.02100244,0.449570775,0.528185129
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000731536,0.045885839,0.6840446,0.269338012
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.005728364,0.007946521,0.981103063,0.005221976
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.006092128,0.401425928,0.584470749,0.008011167
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000274298,0.006322514,0.883502305,0.109900907
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.021902807,0.243406236,0.726404548,0.008286501
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000212773,0.003558369,0.635437548,0.360791326
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",4.57E-05,0.00357835,0.771796048,0.224579871
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.00034329,0.301695675,0.692671955,0.005289092
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.005005175,0.261792928,0.719299793,0.013902158
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.019065859,0.019549234,0.922719002,0.038665995
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000821605,0.194617599,0.791305304,0.013255434
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.006822925,0.743464231,0.197903365,0.051809479
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.002805694,0.015212934,0.973326564,0.008654832
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.022503654,0.36748457,0.569546103,0.040465705
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000341667,0.006421467,0.989184618,0.004052279
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",3.80E-05,0.009528757,0.988236487,0.002196816
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.01325839,0.402528644,0.539214313,0.044998627
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000459878,0.10546875,0.881314337,0.012757095
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.003283479,0.869555652,0.125624746,0.001536132
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.001595283,0.77696842,0.217755646,0.003680643
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",3.57E-06,0.004794226,0.992042363,0.003159824
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000460564,0.003325191,0.989030421,0.007183806
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000256619,0.024780443,0.960149169,0.014813796
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",6.33E-05,0.006253242,0.966794133,0.026889291
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.000619384,0.001853959,0.39555639,0.601970255
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",1.30E-05,0.000532697,0.997598946,0.001855312
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.005629373,0.434208304,0.513933718,0.046228576
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.003386574,0.096136034,0.813181818,0.087295599
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.00443298,0.216316149,0.730727077,0.048523776
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.004526666,0.288274348,0.661260664,0.045938332
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.006264892,0.03304562,0.822955787,0.137733683
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.011589788,0.641139388,0.343819439,0.003451406
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.004762292,0.250003725,0.681380093,0.063853845
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.001061997,0.109205537,0.44473666,0.444995761
" ""The Sun Also Rises.txt""",1," ""MIXED""",0.522137582,0.092498317,0.156772077,0.228592053
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.001040076,0.180695549,0.803118825,0.015145489
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.003300317,0.634086072,0.311797917,0.05081572
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.000780712,0.522602916,0.475662619,0.000953757
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",9.67E-06,0.008151883,0.991129518,0.000708871
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.002179393,0.536560059,0.434085757,0.027174806
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",1.26E-05,0.004094042,0.985725999,0.010167398
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.00166567,0.312473238,0.663462758,0.022398349
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.016130188,0.159013644,0.777259588,0.04759663
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.001672947,0.371830761,0.574784338,0.051711969
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.044081639,0.29930222,0.477689296,0.1789269
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000323642,0.072347179,0.921828985,0.005500178
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.02465472,0.25621298,0.60112685,0.11800541
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.244921476,0.087104619,0.290375412,0.377598494
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.005048234,0.0516757,0.829303086,0.113972977
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.045024037,0.557052195,0.297830015,0.100093812
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.028500123,0.298057318,0.564065218,0.109377325
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.084006093,0.435899466,0.41648832,0.063606031
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.042023778,0.784208477,0.157440051,0.016327746
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.009745453,0.074727453,0.855600536,0.059926562
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.025084764,0.379779011,0.564202726,0.030933512
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.001989657,0.343283355,0.605224609,0.049502425
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000222265,0.034300372,0.934128344,0.031349041
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.04314173,0.043463718,0.668965161,0.24442941
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.004124535,0.56487602,0.428603947,0.00239541
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""MIXED""",0.539839625,0.141108632,0.282357961,0.036693726
" ""The Sun Also Rises.txt""",1," ""MIXED""",0.639132261,0.233026117,0.027729494,0.100112051
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.006017469,0.335176021,0.513254464,0.145552039
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.015177227,0.766413331,0.19025822,0.028151257
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.004046422,0.012271377,0.970252156,0.013429998
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000177384,0.486506879,0.511103928,0.002211819
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.04343703,0.141854033,0.338238448,0.4764705
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000702066,0.259354234,0.718787134,0.021156641
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.192991912,0.397474229,0.381961823,0.027571976
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.007296896,0.091082729,0.545650125,0.355970234
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.020778744,0.33657068,0.488270015,0.154380605
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.002212484,0.96767664,0.029117681,0.000993265
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.00188412,0.089383714,0.904126406,0.004605772
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.018955491,0.048692446,0.319941342,0.612410665
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.032427564,0.117335342,0.73733741,0.112899631
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.221410006,0.085608266,0.481810719,0.211171061
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.149016529,0.083354428,0.396267086,0.371362031
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.000252403,0.000196675,0.010976085,0.988574803
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.00753593,0.008694382,0.156902537,0.826867163
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008337285,0.173693627,0.755603552,0.062365551
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",0.025322983,0.028787009,0.18042773,0.765462279
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEGATIVE""",0.013355122,0.677420378,0.283313453,0.025910959
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""POSITIVE""",4.76E-05,0.00049807,0.036967572,0.962486863
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008149805,0.25478375,0.723471582,0.013594911
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000158952,0.036659509,0.957930863,0.005250657
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000339356,0.147677958,0.846868098,0.005114645
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000497374,0.038924154,0.893221617,0.06735684
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000648454,0.004797291,0.980521321,0.014032874
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.238179058,0.300452083,0.34733814,0.114030674
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",4.45E-05,0.021390276,0.971625328,0.006939752
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.00057869,0.036613498,0.946917295,0.015890382
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",7.51E-05,0.020230461,0.940854073,0.038840353
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",8.62E-06,0.005131853,0.977857828,0.017001754
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.000415324,0.018924629,0.970262229,0.010397726
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",3.46E-05,0.004682915,0.983931243,0.011351264
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",5.52E-06,0.00090303,0.996971607,0.002119819
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.019516049,0.101846665,0.787224174,0.091413096
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.00515645,0.280807823,0.632035196,0.082000569
" ""The Sun Also Rises.txt""",1," ""NEUTRAL""",0.008457088,0.004845323,0.974113524,0.012584127
